X,Y,NUME,JUDET,PRESCURTARE_JUDET
26.54,47.7,Brehuiesti,Botosani,BT
26.61,47.6,Poiana,Botosani,BT
27.24,47.73,Romanesti,Botosani,BT
26.65,47.88,Dorobanti,Botosani,BT
26.8,47.67,Baluseni,Botosani,BT
26.68,47.8,Costesti,Botosani,BT
26.95,48.02,Avrameni,Botosani,BT
26.49,48.13,Mlenauti,Botosani,BT
26.47,47.82,Leorda,Botosani,BT
27.17,47.61,Victoria,Botosani,BT
26.6,47.59,Icuseni,Botosani,BT
27.17,47.69,Tudor Vladimirescu,Botosani,BT
26.72,47.76,Rosiori,Botosani,BT
26.46,47.86,Braesti,Botosani,BT
26.52,47.72,Vladeni,Botosani,BT
27.23,47.75,Bobulesti,Botosani,BT
26.78,47.63,Cosula,Botosani,BT
27.03,48.1,Mitoc,Botosani,BT
26.2,47.93,Candesti,Botosani,BT
27.2,47.79,Stefanesti,Botosani,BT
26.56,48.16,Concesti,Botosani,BT
26.48,47.74,Mandresti,Botosani,BT
26.92,47.94,Sarbi,Botosani,BT
26.93,47.65,Sulita,Botosani,BT
26.58,47.56,Joldesti,Botosani,BT
26.35,48.18,Oroftiana,Botosani,BT
26.98,47.91,Hanesti,Botosani,BT
27.35,47.6,Santa Mare,Botosani,BT
26.75,47.73,Stauceni,Botosani,BT
27.21,47.57,Rauseni,Botosani,BT
26.86,47.78,Gorbanesti,Botosani,BT
27.19,47.79,Stefanesti-Sat,Botosani,BT
26.94,48.07,Adaseni,Botosani,BT
26.78,47.79,Unteni,Botosani,BT
26.55,47.91,Dimacheni,Botosani,BT
27.11,47.77,Durnesti,Botosani,BT
26.99,47.73,Ionaseni,Botosani,BT
26.15,47.96,Mihaileni,Botosani,BT
26.42,47.88,Vaculesti,Botosani,BT
26.32,47.97,Padureni,Botosani,BT
26.78,48.23,Rediu,Botosani,BT
26.79,47.71,Tocileni,Botosani,BT
27.01,47.5,Prajeni,Botosani,BT
26.87,47.54,Storesti,Botosani,BT
26.91,47.86,Iacobeni,Botosani,BT
26.64,47.86,Nicseni,Botosani,BT
26.75,48.16,Viisoara,Botosani,BT
26.89,47.51,Radeni,Botosani,BT
26.78,47.61,Supitca,Botosani,BT
26.68,47.68,Oraseni-Deal,Botosani,BT
26.28,47.95,Lozna,Botosani,BT
26.3,47.94,Strateni,Botosani,BT
26.6,47.74,Stancesti,Botosani,BT
26.97,47.61,Stroiesti,Botosani,BT
26.83,48.01,Podriga,Botosani,BT
26.97,47.77,Drislea,Botosani,BT
26.88,47.69,Cerchejeni,Botosani,BT
27.21,47.82,Stanca,Botosani,BT
26.68,48.06,Tataraseni,Botosani,BT
26.24,48.04,Hiliseu-Crisan,Botosani,BT
26.72,48.24,Horodistea,Botosani,BT
26.39,47.81,Ionaseni,Botosani,BT
26.81,48.24,Radauti-Prut,Botosani,BT
26.4,47.89,Saucenita,Botosani,BT
26.69,47.76,Rachiti,Botosani,BT
26.18,47.96,Parau Negru,Botosani,BT
27.06,48.06,Liveni,Botosani,BT
26.76,48,Negreni,Botosani,BT
26.48,48.11,Lisna,Botosani,BT
26.3,48,Hiliseu-Horia,Botosani,BT
26.6,48.14,Movileni,Botosani,BT
26.51,47.8,Cervicesti,Botosani,BT
27.07,47.78,Guranda,Botosani,BT
27.07,47.88,Mihalaseni,Botosani,BT
26.87,47.71,Blandesti,Botosani,BT
27.14,47.78,Cucuteni,Botosani,BT
27.07,47.83,Dobarceni,Botosani,BT
26.97,47.85,Dangeni,Botosani,BT
26.66,47.69,Baiceni,Botosani,BT
26.91,47.78,Socrujeni,Botosani,BT
26.27,47.88,Lunca,Botosani,BT
26.52,47.78,Cucorani,Botosani,BT
27,47.99,Tudor Vladimirescu,Botosani,BT
26.48,48.2,Baranca,Botosani,BT
27.02,47.49,Luparia,Botosani,BT
26.79,47.89,Plopenii Mari,Botosani,BT
27.09,47.67,Buimaceni,Botosani,BT
26.55,47.93,Corlateni,Botosani,BT
26.67,47.66,Oraseni-Vale,Botosani,BT
26.89,47.62,Cerbu,Botosani,BT
26.76,47.83,Manastireni,Botosani,BT
27.21,47.78,Badiuti,Botosani,BT
26.52,48.05,Arborea,Botosani,BT
27.03,47.86,Brateni,Botosani,BT
26.9,47.53,Frumusica,Botosani,BT
26.89,48.15,Ghireni,Botosani,BT
26.16,47.94,Rogojesti,Botosani,BT
26.84,47.96,Petricani,Botosani,BT
26.96,48.16,Crasnaleuca,Botosani,BT
26.87,47.54,Sendreni,Botosani,BT
26.31,48.11,Fundu Hertii,Botosani,BT
26.52,47.94,Carasa,Botosani,BT
26.62,47.56,Vorona Mare,Botosani,BT
27,47.81,Buhaceni,Botosani,BT
26.86,47.6,Cotu,Botosani,BT
26.83,48.11,Putureni,Botosani,BT
26.87,47.51,Boscoteni,Botosani,BT
27.1,47.61,Cernesti,Botosani,BT
26.47,48.08,Smardan,Botosani,BT
27.04,47.69,Costiugeni,Botosani,BT
26.96,47.83,Hulub,Botosani,BT
26.95,47.56,Prisacani,Botosani,BT
27.1,47.65,Jijia,Botosani,BT
26.33,48.02,Hiliseu-Closca,Botosani,BT
26.47,47.76,Calinesti,Botosani,BT
26.57,47.75,Catamaresti,Botosani,BT
27,47.51,Campeni,Botosani,BT
26.83,47.76,Burlesti,Botosani,BT
27.06,47.99,Manoleasa,Botosani,BT
26.45,48.06,Dragalina,Botosani,BT
26.77,47.62,Padureni,Botosani,BT
26.64,47.56,Vorona-Teodoru,Botosani,BT
26.7,48.19,Cuza Voda,Botosani,BT
27.29,47.59,Plesani,Botosani,BT
26.56,47.77,Ipotesti,Botosani,BT
26.79,48.15,Viisoara Mica,Botosani,BT
26.93,47.57,Chitoveni,Botosani,BT
26.75,47.91,Borzesti,Botosani,BT
26.97,48.12,Horia,Botosani,BT
26.72,47.69,Zaicesti,Botosani,BT
26.67,48.14,Lismanita,Botosani,BT
26.83,47.96,Chiscareni,Botosani,BT
26.91,48,Aurel Vlaicu,Botosani,BT
26.61,47.72,Manastirea Doamnei,Botosani,BT
26.86,48.1,Nichiteni,Botosani,BT
27.24,47.54,Rediu,Botosani,BT
26.58,48.01,Grivita,Botosani,BT
27.06,47.48,Miletin,Botosani,BT
27.05,47.96,Zahoreni,Botosani,BT
26.65,47.72,Curtesti,Botosani,BT
26.87,47.75,Vanatori,Botosani,BT
26.61,47.93,Vladeni,Botosani,BT
26.95,48.19,Cotu Miculinti,Botosani,BT
27.2,47.54,Doina,Botosani,BT
26.46,47.83,Dolina,Botosani,BT
26.69,47.64,Schit-Oraseni,Botosani,BT
26.32,48.13,Baranca,Botosani,BT
26.33,47.98,Iezer,Botosani,BT
27.25,47.7,Damideni,Botosani,BT
26.79,48.09,Codreni,Botosani,BT
26.42,47.85,Poiana,Botosani,BT
26.49,47.71,Hutani,Botosani,BT
26.85,47.88,Vicoleni,Botosani,BT
27.29,47.62,Libertatea,Botosani,BT
27.13,47.99,Sadoveni,Botosani,BT
26.78,47.93,Mihai Viteazu,Botosani,BT
27.03,48,Flondora,Botosani,BT
26.93,47.74,Soldanesti,Botosani,BT
26.24,47.9,Talpa,Botosani,BT
27.07,47.75,Babiceni,Botosani,BT
26.27,48.03,Corjauti,Botosani,BT
26.65,47.93,Podeni,Botosani,BT
26.75,47.68,Buzeni,Botosani,BT
26.7,48.05,Balinti,Botosani,BT
26.54,47.85,Cotargaci,Botosani,BT
26.47,48.02,Popeni,Botosani,BT
27.08,47.62,Iuresti,Botosani,BT
26.95,47.85,Strahotin,Botosani,BT
26.77,47.91,Plopenii Mici,Botosani,BT
26.6,47.71,Agafton,Botosani,BT
27.04,47.94,Sarata-Basarab,Botosani,BT
27.08,47.85,Cismanesti,Botosani,BT
27.13,47.82,Murguta,Botosani,BT
26.67,47.92,Calugarenii Noi,Botosani,BT
26.95,47.94,Miron Costin,Botosani,BT
26.67,47.77,Cismea,Botosani,BT
26.92,47.97,Bodeasa,Botosani,BT
27.04,47.72,Mascateni,Botosani,BT
27.26,47.65,Bogdanesti,Botosani,BT
26.68,48.12,Selistea,Botosani,BT
27.23,47.65,Ranghilesti,Botosani,BT
26.34,47.91,Horlaceni,Botosani,BT
26.97,48.06,Zoitani,Botosani,BT
27.02,47.95,Borolea,Botosani,BT
26.69,47.92,Calugareni,Botosani,BT
26.99,48.03,Timus,Botosani,BT
26.66,48.08,Garbeni,Botosani,BT
26.87,47.8,George Cosbuc,Botosani,BT
26.63,47.62,Mesteacan,Botosani,BT
27.2,47.61,Dragalina,Botosani,BT
26.66,48.17,Esanca,Botosani,BT
26.85,47.73,Siliscani,Botosani,BT
26.41,47.92,Dealu Mare,Botosani,BT
26.21,47.94,Vitcani,Botosani,BT
26.62,47.67,Balta Arsa,Botosani,BT
26.8,47.73,Victoria,Botosani,BT
26.56,48.06,Stanca,Botosani,BT
26.39,47.99,Loturi Enescu,Botosani,BT
27.08,47.92,Sarata,Botosani,BT
26.29,48.1,Racovat,Botosani,BT
26.76,48.06,Scutari,Botosani,BT
26.82,47.69,Balusenii Noi,Botosani,BT
26.65,47.94,Dealu Crucii,Botosani,BT
26.76,47.72,Silistea,Botosani,BT
26.74,47.91,Mandresti,Botosani,BT
26.59,47.92,Mateieni,Botosani,BT
27.11,47.86,Negresti,Botosani,BT
26.9,47.94,Bozieni,Botosani,BT
26.47,48,Progresul,Botosani,BT
26.44,47.84,Mitoc,Botosani,BT
27.09,47.75,Brosteni,Botosani,BT
26.81,47.63,Buda,Botosani,BT
26.95,47.64,Chelis,Botosani,BT
26.77,47.89,Durnesti,Botosani,BT
26.46,47.81,Costinesti,Botosani,BT
27.12,47.86,Paun,Botosani,BT
26.76,47.68,Cosuleni,Botosani,BT
26.89,47.79,Batranesti,Botosani,BT
26.35,48.05,Hulubesti,Botosani,BT
26.35,48.1,Poiana,Botosani,BT
27.26,47.66,Ranghilesti-Deal,Botosani,BT
26.49,47.84,Popeni,Botosani,BT
27.08,47.86,Slobozia Siliscani,Botosani,BT
27.13,47.85,Nastase,Botosani,BT
26.49,48.04,George Enescu,Botosani,BT
27.25,47.57,Stolniceni,Botosani,BT
26.84,48.08,Mihail Kogalniceanu,Botosani,BT
27.31,47.64,Berza,Botosani,BT
26.45,48.1,Plevna,Botosani,BT
27.07,48.05,Loturi,Botosani,BT
27.08,47.79,Barsanesti,Botosani,BT
27.26,47.67,Iliseni,Botosani,BT
27.09,47.92,Caraiman,Botosani,BT
26.82,47.78,Soroceni,Botosani,BT
26.24,47.92,Calinesti,Botosani,BT
27.06,47.81,Bivolari,Botosani,BT
26.98,48.04,Panaitoaia,Botosani,BT
26.51,47.75,Hriscani,Botosani,BT
27.23,47.58,Pogorasti,Botosani,BT
26.87,48.04,Ichimeni,Botosani,BT
26.68,48.24,Cuzlau,Botosani,BT
26.62,47.75,Manolesti,Botosani,BT
27,48.05,Dimitrie Cantemir,Botosani,BT
26.41,47.8,Bohoghina,Botosani,BT
26.7,47.84,Dacia,Botosani,BT
26.82,48.07,Sarata-Draguseni,Botosani,BT
26.7,47.61,Unguroaia,Botosani,BT
27.08,47.6,Garbesti,Botosani,BT
26.73,47.96,Ibaneasa,Botosani,BT
26.84,47.97,Sat Nou,Botosani,BT
27.09,48.01,Manoleasa-Prut,Botosani,BT
26.8,47.78,Burla,Botosani,BT
26.49,47.92,Recia-Verbia,Botosani,BT
26.48,47.96,Slobozia,Botosani,BT
27.38,47.59,Badarai,Botosani,BT
27.08,48.03,Iorga,Botosani,BT
26.7,48.25,Slobozia,Botosani,BT
26.63,47.96,Davidoaia,Botosani,BT
27,47.91,Slobozia Hanesti,Botosani,BT
27.37,47.6,Durnesti,Botosani,BT
26.52,48.09,Izvoare,Botosani,BT
27.21,47.69,Sarata,Botosani,BT
26.99,47.81,Pasateni,Botosani,BT
26.7,48.04,Galbeni,Botosani,BT
26.88,48.07,Avram Iancu,Botosani,BT
27.02,47.88,Moara Jorii,Botosani,BT
26.57,47.72,Baisa,Botosani,BT
26.63,47.74,Hudum,Botosani,BT
26.34,47.88,Gorovei,Botosani,BT
26.46,47.85,Valcelele,Botosani,BT
26.71,48.04,Niculcea,Botosani,BT
27.14,47.62,Floresti,Botosani,BT
26.44,47.81,Belcea,Botosani,BT
26.86,47.8,Mihai Eminescu,Botosani,BT
26.78,48.1,Nicolae Balcescu,Botosani,BT
26.94,47.77,Viforeni,Botosani,BT
26.96,47.79,Ciritei,Botosani,BT
26.52,47.81,Cervicesti-Deal,Botosani,BT
26.5,48.14,Baseu,Botosani,BT
27.12,47.97,Bold,Botosani,BT
27.12,47.91,Cinghiniia,Botosani,BT
26.4,48.11,Damileni,Botosani,BT
26.28,47.89,Dobrinauti-Hapai,Botosani,BT
27.12,47.91,Lehnesti,Botosani,BT
27.1,47.83,Livada,Botosani,BT
26.3,47.86,Maghera,Botosani,BT
27.13,47.92,Movila Rupta,Botosani,BT
27.15,47.9,Popoaia,Botosani,BT
26.32,47.87,Pustoaia,Botosani,BT
27.17,47.89,Rasca,Botosani,BT
27.14,47.96,Ripicenii Vechi,Botosani,BT
27.24,47.71,Romanesti-Vale,Botosani,BT
27.1,48.03,Serpenita,Botosani,BT
26.6,48,Slobozia,Botosani,BT
26.73,47.92,Tautesti,Botosani,BT
26.75,47.88,Valea Grajdului,Botosani,BT
26.54,48.15,Vatra,Botosani,BT
26.71,47.85,Vultureni,Botosani,BT
27.97,45.27,Braila,Braila,BR
27.48,45.14,Ianca,Braila,BR
27.6,44.91,Insuratei,Braila,BR
27.8,44.99,Tufesti,Braila,BR
27.44,45.23,Sutesti,Braila,BR
27.27,45.09,Faurei,Braila,BR
27.72,45,Viziru,Braila,BR
27.93,45.18,Chiscani,Braila,BR
27.89,45.07,Gropeni,Braila,BR
27.91,45.13,Tichilesti,Braila,BR
27.52,44.81,Baraganul,Braila,BR
27.32,44.95,Ulmu,Braila,BR
27.19,45.16,Jirlau,Braila,BR
27.62,45.21,Movila Miresii,Braila,BR
27.89,45.27,Cazasu,Braila,BR
27.48,44.95,Zavoaia,Braila,BR
27.38,45.11,Mircea Voda,Braila,BR
27.92,45.37,Vadeni,Braila,BR
27.75,45.04,Lanurile,Braila,BR
27.62,44.81,Victoria,Braila,BR
27.25,44.82,Ciocile,Braila,BR
27.43,44.84,Tataru,Braila,BR
27.29,45.16,Visani,Braila,BR
27.32,45.08,Surdila-Gaiseanca,Braila,BR
27.64,45.29,Gemenele,Braila,BR
27.44,44.88,Dudesti,Braila,BR
27.38,44.81,Rosiori,Braila,BR
27.64,45.41,Maxineni,Braila,BR
27.84,44.9,Stancuta,Braila,BR
27.72,44.78,Mihai Bravu,Braila,BR
27.54,45.28,Ramnicelu,Braila,BR
27.74,44.87,Spiru Haret,Braila,BR
27.75,45.29,Romanu,Braila,BR
27.73,44.93,Cuza Voda,Braila,BR
27.51,45.15,Plopu,Braila,BR
27.57,45.07,Bordei Verde,Braila,BR
27.65,45.14,Urleasca,Braila,BR
27.39,45.27,Gradistea,Braila,BR
27.28,44.94,Jugureanu,Braila,BR
27.8,45.08,Valea Canepii,Braila,BR
27.73,45.18,Traian,Braila,BR
27.89,45.22,Lacu Sarat,Braila,BR
27.78,45.11,Unirea,Braila,BR
27.36,44.97,Ciresu,Braila,BR
27.5,45.11,Perisoru,Braila,BR
27.75,45.22,Scortaru Vechi,Braila,BR
27.8,45.23,Tudor Vladimirescu,Braila,BR
27.91,45.32,Baldovinesti,Braila,BR
27.16,45.21,Galbenu,Braila,BR
27.97,44.85,Marasu,Braila,BR
27.45,45.39,Cuza Voda,Braila,BR
27.39,45.15,Dedulesti,Braila,BR
27.59,45.41,Corbu Nou,Braila,BR
27.23,45.18,Drogu,Braila,BR
27.39,44.95,Scarlatesti,Braila,BR
27.83,45.31,Silistea,Braila,BR
27.78,45.17,Silistraru,Braila,BR
27.35,45.11,Filipesti,Braila,BR
27.43,44.95,Dudescu,Braila,BR
27.76,44.84,Bertestii de Jos,Braila,BR
27.62,45.17,Tepes Voda,Braila,BR
27.95,44.93,Tacau,Braila,BR
27.49,45.37,Salcia Tudor,Braila,BR
27.55,45.14,Oprisenesti,Braila,BR
27.64,45.07,Constantin Gabrielescu,Braila,BR
27.38,45.25,Ibrianu,Braila,BR
27.47,45.3,Racovita,Braila,BR
27.16,45.19,Satuc,Braila,BR
27.43,45,Batogu,Braila,BR
27.5,45.05,Tarlele Filiu,Braila,BR
27.26,45.06,Surdila-Greci,Braila,BR
27.36,44.94,Vultureni,Braila,BR
27.7,45.39,Latinu,Braila,BR
27.93,44.78,Magureni,Braila,BR
27.88,45.32,Pietroiu,Braila,BR
27.55,45,Liscoteanca,Braila,BR
27.33,44.85,Coltea,Braila,BR
27.52,45.43,Gulianca,Braila,BR
27.62,45.33,Scortaru Nou,Braila,BR
27.94,44.87,Bandoiu,Braila,BR
28.13,45,Titcov,Braila,BR
28.08,44.83,Agaua,Braila,BR
27.33,45.19,Caineni-Bai,Braila,BR
27.73,45.35,Oancea,Braila,BR
27.53,45.45,Olaneasca,Braila,BR
27.27,44.81,Chichinetu,Braila,BR
27.45,45.29,Custura,Braila,BR
27.23,45.06,Faurei Sat,Braila,BR
27.33,44.83,Florica,Braila,BR
28.13,44.89,Frecatei,Braila,BR
27.21,45.19,Zamfiresti,Braila,BR
27.29,45.1,Horia,Braila,BR
27.67,44.9,Lacu Rezii,Braila,BR
27.37,45.23,Maraloiu,Braila,BR
27.62,45.34,Pitulati,Braila,BR
27.45,45.08,Berlesti,Braila,BR
27.82,44.88,Stanca,Braila,BR
27.48,45.29,Constantinesti,Braila,BR
27.5,45.21,Mihail Kogalniceanu,Braila,BR
27.78,44.82,Gura Calmatui,Braila,BR
27.77,44.81,Bertestii de Sus,Braila,BR
27.82,45.34,Muchea,Braila,BR
27.57,45.2,Esna,Braila,BR
27.65,45.35,Sihleanu,Braila,BR
27.68,45.47,Corbu Vechi,Braila,BR
27.87,45.17,Albina,Braila,BR
27.99,44.77,Plopi,Braila,BR
27.27,44.79,Chioibasesti,Braila,BR
27.52,45.31,Mihail Kogalniceanu,Braila,BR
27.31,45.21,Plasoiu,Braila,BR
27.7,45.22,Comaneasca,Braila,BR
27.66,45.36,Gurguieti,Braila,BR
27.82,45.39,Cotu Lung,Braila,BR
27.67,45.29,Gavani,Braila,BR
27.61,45.12,Caldarusa,Braila,BR
27.93,45.23,Varsatura,Braila,BR
27.22,44.87,Odaieni,Braila,BR
27.52,45.37,Ariciu,Braila,BR
27.17,45.19,Pantecani,Braila,BR
27.8,44.86,Polizesti,Braila,BR
27.83,45.28,Martacesti,Braila,BR
27.49,45.33,Corbeni,Braila,BR
27.65,44.97,Valea Calmatuiului,Braila,BR
27.29,45.07,Bratesu Vechi,Braila,BR
27.52,45.14,Gara Ianca,Braila,BR
27.31,44.88,Pribeagu,Braila,BR
27.72,45.41,Voinesti,Braila,BR
27.51,45.31,Boarca,Braila,BR
27.65,44.9,Maru Rosu,Braila,BR
27.84,45.4,Cotu Mihalea,Braila,BR
27.49,45.01,Ionesti,Braila,BR
28.09,44.85,Salcia,Braila,BR
28.04,44.8,Stoienesti,Braila,BR
27.8,45.4,Vamesu,Braila,BR
27.46,44.9,Bumbacari,Braila,BR
28.05,44.78,Cistia,Braila,BR
27.23,45.14,Bradeanca,Braila,BR
27.57,45.33,Desirati,Braila,BR
27.52,44.99,Filiu,Braila,BR
27.82,44.84,Gura Garlutei,Braila,BR
27.74,45.13,Morotesti,Braila,BR
27.9,44.8,Nedeicu,Braila,BR
27.57,45.37,Nicolae Balcescu,Braila,BR
27.84,44.82,Nicolesti,Braila,BR
25.6,45.65,Brasov,Brasov,BV
24.97,45.84,Fagaras,Brasov,BV
25.7,45.62,Sacele,Brasov,BV
25.32,45.56,Zarnesti,Brasov,BV
25.45,45.7,Codlea,Brasov,BV
25.46,45.59,Rasnov,Brasov,BV
24.7,45.73,Victoria,Brasov,BV
25.58,45.51,Predeal,Brasov,BV
25.51,45.66,Ghimbav,Brasov,BV
25.22,46.04,Rupea,Brasov,BV
25.6,45.82,Feldioara,Brasov,BV
25.78,45.72,Prejmer,Brasov,BV
25.48,45.62,Cristian,Brasov,BV
25.69,45.71,Harman,Brasov,BV
25.44,45.77,Dumbravita,Brasov,BV
25.31,45.6,Poiana Marului,Brasov,BV
25.86,45.7,Teliu,Brasov,BV
25.64,45.71,Sanpetru,Brasov,BV
25.42,45.63,Vulcan,Brasov,BV
25.76,45.64,Tarlungeni,Brasov,BV
25.77,45.76,Lunca Calnicului,Brasov,BV
25.81,45.67,Budila,Brasov,BV
25.55,45.76,Halchiu,Brasov,BV
25.53,45.95,Apata,Brasov,BV
25.41,46.02,Racos,Brasov,BV
25.31,45.99,Hoghiz,Brasov,BV
25.34,45.5,Moieciu de Jos,Brasov,BV
25.64,45.76,Bod,Brasov,BV
25.6,45.76,Colonia Bod,Brasov,BV
25.78,45.64,Zizin,Brasov,BV
25.56,46,Ormenis,Brasov,BV
25.4,45.53,Sohodol,Brasov,BV
25.37,45.52,Bran,Brasov,BV
25.54,45.9,Maierus,Brasov,BV
24.8,45.92,Cincu,Brasov,BV
25.39,45.66,Holbav,Brasov,BV
25.79,45.64,Purcareni,Brasov,BV
25.14,45.83,Sercaia,Brasov,BV
25.24,45.69,Sinca Noua,Brasov,BV
24.82,45.76,Sambata de Sus,Brasov,BV
25.28,46.04,Homorod,Brasov,BV
25.39,45.55,Tohanu Nou,Brasov,BV
25.47,45.82,Crizbav,Brasov,BV
25.05,45.82,Mandra,Brasov,BV
25.36,45.48,Simon,Brasov,BV
25.27,45.98,Ungra,Brasov,BV
25.28,45.94,Cuciulata,Brasov,BV
25.15,46.08,Fiser,Brasov,BV
25.55,46.05,Augustin,Brasov,BV
24.78,45.76,Dragus,Brasov,BV
25.28,46.09,Cata,Brasov,BV
25.21,45.78,Persani,Brasov,BV
24.85,45.73,Lisa,Brasov,BV
25.99,45.64,Acris,Brasov,BV
25.51,45.77,Satu Nou,Brasov,BV
25.23,45.91,Comana de Jos,Brasov,BV
24.95,45.73,Recea,Brasov,BV
25.17,45.76,Sinca Veche,Brasov,BV
25.33,45.44,Moieciu de Sus,Brasov,BV
25.56,45.84,Rotbav,Brasov,BV
24.68,45.75,Ucea de Sus,Brasov,BV
25.36,45.53,Predelut,Brasov,BV
24.67,45.78,Ucea de Jos,Brasov,BV
25.37,45.77,Vladeni,Brasov,BV
25.91,45.57,Dalghiu,Brasov,BV
25,45.79,Ileni,Brasov,BV
25.99,45.6,Vama Buzaului,Brasov,BV
25.07,46,Jibert,Brasov,BV
25.62,45.58,Timisu de Jos,Brasov,BV
24.72,45.8,Vistea de Jos,Brasov,BV
24.84,45.82,Voila,Brasov,BV
25,45.75,Copacel,Brasov,BV
25.12,45.75,Sercaita,Brasov,BV
25.57,45.89,Arini,Brasov,BV
25.21,45.88,Venetia de Jos,Brasov,BV
25.17,45.97,Daisoara,Brasov,BV
25.15,46.01,Dacia,Brasov,BV
24.83,45.84,Cincsor,Brasov,BV
24.97,45.74,Berivoi,Brasov,BV
25.57,45.83,Colonia Reconstructia,Brasov,BV
25.29,45.52,Magura,Brasov,BV
24.92,45.83,Beclean,Brasov,BV
25.41,45.66,Colonia 1 Mai,Brasov,BV
25.03,45.73,Sebes,Brasov,BV
25.28,45.51,Pestera,Brasov,BV
24.74,45.75,Vistea de Sus,Brasov,BV
25.2,45.93,Crihalma,Brasov,BV
24.76,45.8,Oltet,Brasov,BV
25.13,45.87,Halmeag,Brasov,BV
25.1,45.93,Ticusu Vechi,Brasov,BV
25.06,46.11,Bunesti,Brasov,BV
25.19,45.85,Parau,Brasov,BV
25.29,45.44,Fundata,Brasov,BV
24.88,45.71,Breaza,Brasov,BV
25.01,45.76,Harseni,Brasov,BV
25.02,46.12,Crit,Brasov,BV
25.01,45.99,Lovnic,Brasov,BV
25.15,45.79,Vad,Brasov,BV
25.18,45.92,Ticusu Nou,Brasov,BV
24.86,45.78,Voivodeni,Brasov,BV
24.93,45.93,Soars,Brasov,BV
25.39,46.11,Jimbor,Brasov,BV
24.82,45.81,Sambata de Jos,Brasov,BV
25.39,45.98,Dopca,Brasov,BV
25.72,45.76,Podu Oltului,Brasov,BV
25.32,45.48,Cheia,Brasov,BV
25.58,45.53,Timisu de Sus,Brasov,BV
25.47,45.83,Cutus,Brasov,BV
24.97,46.04,Granari,Brasov,BV
26.02,45.61,Buzaiel,Brasov,BV
25.26,45.47,Sirnea,Brasov,BV
25.31,46.14,Drauseni,Brasov,BV
25.34,46.07,Mercheasa,Brasov,BV
25.01,45.93,Felmer,Brasov,BV
24.95,45.8,Hurez,Brasov,BV
24.77,45.82,Rucar,Brasov,BV
24.93,45.71,Dejani,Brasov,BV
25.24,45.86,Venetia de Sus,Brasov,BV
24.9,45.73,Gura Vaii,Brasov,BV
25,45.82,Rausor,Brasov,BV
24.88,45.82,Dridif,Brasov,BV
25.1,46.06,Viscri,Brasov,BV
25.38,46.02,Mateias,Brasov,BV
24.92,46,Barcut,Brasov,BV
25.82,45.72,Stupinii Prejmerului,Brasov,BV
25.77,45.66,Carpinis,Brasov,BV
25.05,45.73,Margineni,Brasov,BV
25.22,45.82,Grid,Brasov,BV
25.27,45.9,Comana de Sus,Brasov,BV
25.3,45.97,Fantana,Brasov,BV
25.36,45.98,Bogata Olteana,Brasov,BV
25.06,45.79,Toderita,Brasov,BV
25.19,46.15,Beia,Brasov,BV
24.74,45.9,Toarcla,Brasov,BV
24.93,45.76,Iasi,Brasov,BV
25.15,45.77,Ohaba,Brasov,BV
24.99,46.09,Mesendorf,Brasov,BV
25.23,46.12,Palos,Brasov,BV
25.04,45.85,Sona,Brasov,BV
25.1,45.74,Bucium,Brasov,BV
24.88,45.91,Rodbav,Brasov,BV
24.9,45.87,Calbor,Brasov,BV
25.11,46.13,Roades,Brasov,BV
24.92,45.89,Boholt,Brasov,BV
24.96,45.76,Sasciori,Brasov,BV
24.69,45.81,Feldioara,Brasov,BV
24.89,45.78,Ludisor,Brasov,BV
24.86,45.99,Selistat,Brasov,BV
25.18,45.75,Valcea,Brasov,BV
24.94,45.76,Savastreni,Brasov,BV
25.05,45.95,Cobor,Brasov,BV
24.87,45.75,Pojorta,Brasov,BV
25.34,46.16,Ionesti,Brasov,BV
25.03,45.71,Malinis,Brasov,BV
24.97,45.96,Valeni,Brasov,BV
25.2,45.7,Paltin,Brasov,BV
25.28,45.42,Fundatica,Brasov,BV
25.3,45.47,Drumul Carului,Brasov,BV
24.7,45.78,Corbi,Brasov,BV
25.51,45.51,Paraul Rece,Brasov,BV
25.3,45.94,Lupsa,Brasov,BV
24.91,45.8,Luta,Brasov,BV
24.8,45.69,Statiunea Climaterica Sambata,Brasov,BV
24.76,45.69,Vistisoara,Brasov,BV
25.55,45.6,Poiana Brasov,Brasov,BV
26.1,44.44,Municipiul Bucuresti,Bucuresti,B
26.05,44.49,Sectorul 1,Bucuresti,B
26.13,44.45,Sectorul 2,Bucuresti,B
26.16,44.42,Sectorul 3,Bucuresti,B
26.12,44.37,Sectorul 4,Bucuresti,B
26.07,44.38,Sectorul 5,Bucuresti,B
26.01,44.43,Sectorul 6,Bucuresti,B
26.82,45.15,Buzau,Buzau,BZ
27.05,45.38,Ramnicu Sarat,Buzau,BZ
26.3,45.42,Nehoiu,Buzau,BZ
26.99,44.92,Pogoanele,Buzau,BZ
27.11,44.84,Padina,Buzau,BZ
27.22,44.96,Rusetu,Buzau,BZ
26.68,45.29,Berca,Buzau,BZ
26.86,45,Smeeni,Buzau,BZ
26.79,45.03,Gheraseni,Buzau,BZ
26.55,45.29,Parscov,Buzau,BZ
26.71,45.09,Stalpu,Buzau,BZ
27.11,45.36,Ramnicelu,Buzau,BZ
26.7,45.25,Candesti,Buzau,BZ
27.04,45.21,Cochirleanca,Buzau,BZ
